video,si,ti,e,h,mvResMean,mvResStf,mvResMin,mvResMax,pixVarMean,pixVarStd,pixVarMin,pixVarMax,kpsnr,kssim,kvmaf
Indoor_Soccer_036,23.5331,16.3622,31.6583,18.335,401496.6667,134372.9801,367834,1863126,1481.51,128.93,1321.79,1723,119688.238,2885.613436,225162.189
Indoor_Soccer_037,25.5161,15.1076,34.4417,17.1943,415629.5083,128832.0596,375814,1797670,2006.2,210.64,1709.09,2246.1,120134.1813,2896.198976,238914.1281
Indoor_Soccer_038,29.5608,11.2033,37.1083,13.9829,428016.4167,216469.354,373360,2777418,1953.48,136.99,1782.94,2210.25,121125.5808,2925.887718,249290.7621
Indoor_Soccer_039,31.5662,10.9424,40.1583,15.7431,483236.6583,236723.3313,378330,2805432,1731.26,129.1,1359.63,1859.84,119856.5471,2901.698572,245943.4444
Indoor_Soccer_040,30.5107,8.35484,39.45,11.2472,422126.925,211067.6392,380086,2713021,1568.04,9.69,1534.33,1579.09,122228.085,2960.5151,256499.1112
Indoor_Soccer_041,23.0839,16.055,35.05,18.2827,471956.1917,214647.9343,391976,2708734,1368.75,305.98,793.58,1655.09,117159.1394,2828.5546,198476.83
Indoor_Soccer_042,13.8262,19.491,22.05,16.1792,260674.2,154347.0878,169879,1498926,1470.63,473.99,292.83,2022.93,126401.7096,3040.138358,218361.1608
Indoor_Soccer_043,10.7099,7.971,18.375,7.6527,169666.4333,28112.89296,153267,456254,344.92,29.6,289.92,403.64,134991.2524,3120.898299,239935.0216
Indoor_Soccer_044,19.5511,2.76692,15.2083,5.2387,53775.20833,66819.1495,0,458484,240.88,315.65,0.62,1462.73,146147.3996,3279.220525,278163.1317
Indoor_Soccer_046,95.9039,0.439105,57.3833,3.4157,129383.4167,1338502.352,0,14730169,1514.34,378.02,680.24,1735.9,193126.1218,3346.787737,325062.1249
Indoor_Soccer_048,44.3175,0.341195,20.0667,1.7592,75821.325,813017.0626,0,8944787,449.35,420.32,0.62,1080.83,226448.4402,3349.027054,326285.2377
Lifting_Off_s000,19.5387,1.82643,19.1667,3.0738,61057.825,15201.96134,0,97025,1443.56,575.54,0.00,1745.29,148122.0003,3265.13778,290077.795
Lifting_Off_s001,30.8039,6.71848,23.375,7.082,84341.63333,130540.6191,55746,1238792,2060.33,77.8,1737.21,2193.45,136307.9949,3234.564437,253135.5785
Lifting_Off_s002,38.6931,13.0237,25.175,16.6447,358765.4583,387275.2177,54199,3606412,1846.14,261.18,1433.84,2184.27,122991.9256,3160.048953,206252.3314
Lifting_Off_s004,21.8496,9.92483,20.4917,14.2917,182448.1833,192500.7016,46667,1980025,1411.47,499.09,618.89,1834.93,129923.1379,3202.499725,222956.6514
Lifting_Off_s005,25.96,5.53667,28.675,6.8023,161646.0167,185573.7989,132896,2184982,1835.48,16.35,1802.03,1874.81,128084.0535,3186.126758,222313.945
Lifting_Off_s006,20.8657,2.52257,12.5833,3.4426,61285.54167,224610.6837,24114,2414653,846.36,302.36,723.60,1848.25,157678.8501,3307.932816,307587.1799
Lifting_Off_s007,23.4742,3.07116,15.125,3.5599,65787.68333,203560.1239,23942,2127026,963.57,366.33,734.69,1562.06,153818.077,3300.377203,302913.815
Lifting_Off_s008,32.3432,4.19967,26,3.9307,98643.99167,199660.0862,74217,2276289,1550.03,16.2,1522.26,1570.77,139378.7327,3253.520539,271680.6078
Lifting_Off_s009,32.4458,3.99553,26,3.8035,100535.9917,199803.5546,76199,2279582,1513.22,7.79,1500.64,1532.37,139736.6065,3255.424093,272230.5871
Lifting_Off_s010,33.247,4.59402,26.3167,5.006,136387.2917,283192.4295,79749,2340398,1518.68,75.27,1466.65,1692.19,135926.5409,3242.445319,257338.511
Lifting_Off_s011,36.0369,4.4939,28,4.3712,137173.6917,253421.1183,99849,2900206,1718.93,11.43,1690.89,1734.06,131275.9076,3236.654617,245662.0341
Lifting_Off_s012,35.6438,4.5248,27.7833,4.4627,139339.4833,251767.9376,101012,2883652,1738.97,7.89,1724.32,1755.08,132030.3611,3241.79995,247102.1415
Lifting_Off_s013,34.1483,5.40483,27.0417,5.9624,146157.8667,290669.7707,59482,2836584,1789.56,19.25,1750.25,1825.45,133090.6069,3238.299541,251378.4728
Lifting_Off_s014,30.6982,4.7662,24.4083,4.4804,86791.78333,182357.1233,53443,2074070,1813.99,18.54,1787.09,1848.21,141057.694,3251.636515,282672.4279
Lifting_Off_s015,30.6672,3.74813,24,3.8131,83984.91667,178049.7549,50471,2023230,1792.9,14.94,1769.29,1812.47,142794.8101,3258.565233,287713.3789
Lifting_Off_s016,19.1261,8.42741,16.2167,8.4883,72558.31667,197366.4221,44327,2105904,1683.98,117.55,1465.01,1908.26,146039.9876,3273.416427,284660.2641
Lifting_Off_s017,15.2261,12.0567,13.4167,11.294,53630.1,61373.79285,43100,722306,1447.41,100.45,1308.18,1626.28,146830.8227,3274.797258,286296.8347
Lifting_Off_s018,12.9172,9.0212,11.2917,8.6111,46344.43333,54555.15263,34998,637648,1057.67,137.07,918.55,1416.06,150227.1765,3284.370034,288567.5787
Lifting_Off_s019,14.386,7.27792,12.1083,7.1018,44740.00833,42618.19309,37244,507504,1031.49,71.47,912.88,1286.15,150131.1719,3285.378968,288409.2736
Lifting_Off_s020,16.7244,4.86007,14.3833,5.3773,51878.14167,100931.0785,33256,1005233,1171.08,311.84,880.99,1635.05,150912.4798,3287.374138,292568.7871
Lifting_Off_s021,21.2728,1.92401,17.4417,2.4558,51489.64167,93461.04824,38184,1069693,1643.52,6.12,1634.88,1653.31,151122.2958,3286.664728,297892.363
Lifting_Off_s022,21.5212,1.83087,17.3583,2.401,49948.95,89595.50044,38776,1026466,1647.57,5.43,1633.80,1655.43,150341.2504,3284.089505,295302.1903
Lifting_Off_s023,21.678,1.73213,16.8333,2.6367,50050.81667,99274.42976,16471,1129418,1569.97,74.01,1385.93,1633.43,147160.2584,3274.367886,283188.481
Lifting_Off_s024,22.8398,1.88661,17,2.4286,48527.95833,98430.18394,38184,1122238,1634.32,17.87,1604.79,1663.24,151286.6661,3290.542668,297166.0806
Lifting_Off_s025,22.7108,2.32463,17,2.72,49339.74167,96091.52793,38021,1097478,1677.87,8.73,1663.24,1691.21,151131.526,3289.708582,297303.9611
Lifting_Off_s026,24.2094,3.06298,18.3,3.8933,71103.65,188532.1714,39982,1831254,1770.08,162.79,1690.71,2163.49,148040.2545,3281.110679,290221.9429
Lifting_Off_s027,31.184,2.50199,25,3.4711,83351.58333,175169.5472,60136,1992810,2123.61,8.62,2110.59,2145.86,145295.5901,3272.082223,294159.2873
Lifting_Off_s028,31.2876,2.42533,25,3.2455,80811.50833,172856.1012,59442,1965608,2104.27,4.47,2098.70,2114.48,145399.4024,3272.41145,294519.0497
Lifting_Off_s029,31.1265,2.32327,25,3.1971,81585.29167,172490.1632,59992,1962461,2101.67,5.25,2091.89,2115.33,145792.7165,3273.987681,295357.8573
Lifting_Off_s030,31.1761,2.57501,25,3.4437,81625.7,173363.9911,61706,1972621,2110.1,4.79,2102.58,2119.04,145981.2515,3274.833898,295876.2307
Lifting_Off_s031,33.9321,3.75323,30.1,6.3421,156950.2,264343.9271,63696,2354194,2305.98,165.12,2107.91,2462.61,135022.3532,3226.349293,271415.7372
Lifting_Off_s032,35.9333,3.904,34,6.6343,186595.1583,238841.8656,160308,2791986,2428.9,9.23,2408.60,2442.85,131119.5428,3199.600975,264878.5284
Lifting_Off_s033,35.8075,4.19218,34,6.7375,186216.9333,236125.8122,160519,2761744,2466.64,37.11,2416.58,2514.2,132208.9797,3205.240421,269880.7241
Lifting_Off_s034,29.7636,3.59893,28.4917,5.7994,163436.85,259497.3909,107645,2764382,1639.88,611.73,1222.51,2539.65,137297.6581,3211.144315,282779.5413
Lifting_Off_s035,27.0755,2.73007,26,4.0618,122262.6167,117332.9682,108510,1401565,1229.38,2.15,1226.04,1233.5,141045.9829,3218.911969,293791.7572
Lifting_Off_s036,27.0598,2.48981,26,3.9917,123791.55,118419.4977,108502,1415137,1248.58,10.17,1233.49,1269.92,141166.4621,3219.351009,294394.8919
Nature_in_the_city_s000,25.9521,1.95231,18.075,2.9412,57771.475,16819.42315,0,89265,2736.37,1090.06,0.00,3312.28,150847.0939,3291.263234,273570.6828
Nature_in_the_city_s001,33.774,3.42572,21.2833,4.0965,99680.35,137355.684,67944,1596426,2911.91,106.15,2609.11,2962.67,138913.2571,3247.973414,237765.188
Nature_in_the_city_s002,22.7618,1.34116,12.0083,1.8149,42106.66667,227629.9212,2431,2506778,1813.78,397.1,1617.35,2962.38,160456.1402,3315.221755,291299.5697
Nature_in_the_city_s003,29.8294,2.6018,24.2833,3.4556,26273.75833,91877.55448,2578,1024556,2333.88,501.2,1543.63,2726.05,151863.7115,3287.737995,291591.4259
Nature_in_the_city_s004,25.6684,2.34634,19.9583,3.2099,41757.275,238437.2517,7706,2641093,1807.42,757.93,1063.06,2732.67,157048.8662,3307.12843,298516.8873
Nature_in_the_city_s005,21.6139,1.37068,16.4917,2.1166,20579.54167,76899.57003,300,854369,1429.8,403.38,1061.44,2001.84,159826.477,3312.49963,297816.0594
Nature_in_the_city_s006,27.289,1.53573,27.1583,2.9026,42973.875,177431.5382,3820,1936983,1869.58,231.35,1337.45,1997.77,147945.155,3279.850236,285001.1461
Nature_in_the_city_s007,38.3355,5.99068,51.5417,6.9045,158832.625,357539.0537,38126,4029703,1571.13,25.37,1535.96,1610.38,136049.1884,3241.487516,274973.0145
Nature_in_the_city_s008,38.2226,7.39414,51.6083,7.8307,143812.7083,382700.0443,41279,4298169,1583.72,12.22,1553.14,1606.24,134381.3051,3230.486018,271445.8386
Nature_in_the_city_s009,30.8296,2.88716,34.9917,4.819,89644.65,379446.4666,3149,4171412,1500.29,128.93,1168.18,1571.64,138579.6987,3227.348823,262613.0054
Nature_in_the_city_s010,27.0527,1.56176,31.0667,2.5109,35597.95,206949.0242,4061,2291336,1222.98,218.2,993.93,1567.28,143716.7805,3245.767517,266691.6656
Nature_in_the_city_s011,26.9718,1.98457,32.725,1.9954,33317.08333,168027.8405,6984,1864101,1099.06,7.64,1071.14,1114.49,150540.2279,3287.170166,289361.2013
Nature_in_the_city_s012,36.3271,1.28152,34.3167,2.3258,28472.18333,135261.294,3933,1500449,2242.78,362.48,1105.75,2398.14,143718.6883,3248.73373,280052.6631
Nature_in_the_city_s013,38.0859,1.07422,35.125,1.4021,38816.95,278162.7338,5117,3072737,2394.85,0.77,2393.35,2396.58,155493.2665,3303.258556,309310.6416
Nature_in_the_city_s014,31.061,2.80503,34.35,3.5943,56543.78333,275722.3467,6283,3061270,1489.66,445.83,1201.13,2395.28,137513.1324,3208.238622,246165.424
Nature_in_the_city_s015,30.1722,3.60017,35.9583,3.0798,52653.13333,196598.9884,22270,2195803,1246.53,8.64,1229.97,1257.11,143144.0993,3257.351293,270327.0999
Nature_in_the_city_s016,27.0043,2.2371,22.7833,3.1538,42608.35833,199318.0045,5178,2210557,1607.04,373.9,1240.57,2053.33,149388.439,3285.919535,273986.234
Nature_in_the_city_s017,25.3925,0.672711,10,1.223,17947.56667,127453.7116,3899,1408258,2051.27,1.08,2048.83,2053.65,175720.2404,3337.618702,313770.7915
Nature_in_the_city_s018,26.1805,1.3909,12.0333,2.2232,32342.51667,128093.6158,2585,1404562,2362.33,578.74,2041.41,3697.03,161540.9982,3320.506434,295986.2244
Nature_in_the_city_s019,31.1174,3.71549,20,4.3615,85052.725,180584.0328,54743,2054010,3704.64,4.34,3695.68,3711.63,144039.2807,3269.079978,259854.4395
Nature_in_the_city_s020,30.8842,3.98997,20.2917,5.1342,80721.60833,180006.565,55174,2043368,3647.18,220.02,2629.74,3716.37,142725.8435,3261.800794,256374.9178
Nature_in_the_city_s021,39.8664,3.11726,33.9333,3.6436,94574.73333,147982.4638,63816,1706634,2586.2,60.4,2379.60,2610.74,135605.0723,3219.674985,251192.4318
Nature_in_the_city_s022,37.4232,2.34763,36.575,4.2154,104645.125,298475.7627,38858,3357078,2178.23,320.92,1731.17,2610.8,137299.074,3223.57257,256763.3701
Nature_in_the_city_s023,27.9438,2.77956,24.6,3.8516,80626.225,305319.1594,6451,3387806,1711.36,263.1,1287.32,2004.23,153193.2032,3300.790021,294684.4718
Nature_in_the_city_s024,18.6976,3.70934,7,2.3576,15051.53333,69286.92882,5409,770793,1528.41,1.73,1524.82,1532.21,176889.585,3336.279701,319222.8907
Nature_in_the_city_s025,18.7954,2.81758,7.3333,2.1012,16489.45,67927.44462,6477,756882,1548.17,124.42,1341.58,1835.79,172014.9782,3332.239583,312066.4537
Nature_in_the_city_s026,19.6642,1.20039,8.35,1.3477,17360.98333,86300.45188,4618,958277,1823.05,21.11,1777.04,1839.38,171349.9204,3331.016064,310063.2833
Nature_in_the_city_s027,21.5934,2.49432,9.8083,2.2485,20238.40833,78643.12895,6712,876970,1780.46,59.82,1746.93,2136.43,168797.8082,3328.977674,309916.3861
Nature_in_the_city_s028,28.0086,2.31472,13.825,2.2906,28942.55833,105748.146,14826,1182188,2998.02,161.36,2200.75,3045.61,160978.0385,3317.436152,297754.06
Secounds_That_Count_s000,20.5912,9.98341,12.0417,10.4909,72389.24167,117156.8929,0,1296436,1304.03,1062.98,0.00,2773.79,206556.9282,4531.341904,400532.6245
Secounds_That_Count_s001,31.2479,16.8626,19.8667,17.8502,123288.5583,267251.4475,36461,2807671,1821.43,792.2,1081.42,2806.88,192591.1268,4412.809132,385185.8191
Secounds_That_Count_s005,21.1286,0.985685,12.2167,1.9895,19056.14167,14107.60747,0,56129,513.92,248.63,0.62,704.38,223137.0005,4543.43324,438265.7314
Secounds_That_Count_s006,23.4683,6.59339,15.5167,6.1009,73813.09167,245041.6666,0,2208304,2110.34,961.98,698.78,3352.49,204676.116,4403.39011,381101.6384
Secounds_That_Count_s007,33.423,10.1338,19.575,8.649,94753.51667,234987.9504,33713,2523117,1846.28,133.48,1180.26,1985.13,208160.0485,4507.729141,420273.8985
Secounds_That_Count_s008,8.24291,17.5645,7.4083,9.8029,47691.4,70537.74339,19406,738673,1418.71,417.13,973.31,2282.84,197516.1963,4349.498923,380669.7453
Secounds_That_Count_s009,29.7134,10.822,18.975,9.0986,103093.775,265489.3902,19989,2964843,1795.17,423.13,956.26,2210.35,197724.023,4424.374272,385385.7553
Secounds_That_Count_s010,11.2007,10.2903,10.725,8.4739,58414.225,47497.41905,24250,449617,1402.12,220.37,1052.36,1743.7,195085.8007,4430.355748,312848.2246
Secounds_That_Count_s011,8.55697,9.80741,7.725,6.2054,53446.4,235013.9863,13731,357371,1665.72,363.11,1232.72,2456.34,210027.9857,4507.638832,384271.6471
Secounds_That_Count_s012,35.6261,6.76253,22.3583,5.4253,77840.55833,246782.4498,33595,377476,1683.9,72.74,1601.79,1805.63,201620.7762,4418.192771,404530.8299
Secounds_That_Count_s013,26.4683,8.84883,17.9917,8.3195,99608.36667,333082.1895,28024,380165,1681.42,75.52,1618.15,2054.27,202432.484,4535.518229,382514.6257
Secounds_That_Count_s014,38.4085,4.30292,23.825,3.6565,64301.45833,277438.5599,32026,378842,1978.6,32.26,1949.23,2050.4,204088.6913,4350.651338,408754.3761
Secounds_That_Count_s015,17.391,10.5673,12.0417,9.0049,69507.575,274389.4847,27471,377363,1669.72,238.37,914.93,1961.71,199662.9584,4410.578703,366927.7101
Secounds_That_Count_s016,21.3905,11.2446,13.7167,10.1324,76075.01667,260082.5507,32125,359211,1840.81,207.69,1488.86,2250.22,200565.8273,4436.951809,384280.8419
Secounds_That_Count_s017,26.0033,9.04463,16.4667,7.8825,65171.69167,278404.6556,19560,378980,1595.38,584.01,692.46,2332.18,208640.9897,4505.205614,407644.7955
Secounds_That_Count_s018,29.5575,9.38748,18.325,8.6048,81234.175,269915.4453,38171,358348,2110.86,178.84,1931.34,2383.2,200100.3484,4381.185736,398817.2994
Secounds_That_Count_s019,33.6674,9.57162,21.025,8.3367,89889.65833,248773.4379,42526,372776,1901.58,31.3,1843.71,1948.93,201929.7113,4426.219565,407628.8888
Secounds_That_Count_s020,46.0494,6.44977,20.2583,6.8741,74843.225,226916.4152,1033,368122,2350.8,1290.36,0.62,3540.38,211938.6972,4488.977318,420101.6054
Secounds_That_Count_s021,64.2775,3.70088,26.0917,4.5543,68820.08333,550286.571,9489,262662,3569.76,70.69,3429.97,3674.1,217962.9682,4448.851337,431501.9535
Secounds_That_Count_s022,25.2539,21.3784,33.525,30.2458,149768.8417,388471.3953,0,4323187,966.72,711.19,0.62,3412.02,179849.342,4438.019419,383954.8304
Secounds_That_Count_s023,23.2924,14.6111,25.175,18.1459,124904.2833,493579.8695,37941,5351299,1962,271.91,1342.58,2246.54,186006.8186,4227.004599,391483.5028
Secounds_That_Count_s024,29.3127,9.71878,22.275,9.5017,101132.5667,238098.9786,38157,2427600,1472.66,343.92,1176.99,2235.31,196878.1013,4455.693371,392892.0684
Secounds_That_Count_s025,24.6734,9.03921,25.35,8.2503,89675.88333,220041.4396,47257,2272794,1946.25,139.7,1818.99,2211.39,189529.401,4311.576048,374026.5169
Secounds_That_Count_s026,25.1741,6.82687,24.1917,7.8499,92166.56667,254949.6588,42709,2410458,2899.7,768.24,1347.68,3354.13,195434.9547,4331.969199,391079.583
Secounds_That_Count_s027,21.9355,13.1982,19.25,14.1877,92622.89167,183968.6813,41388,1637910,1749.58,545.04,1303.80,2608.62,202726.8713,4513.761941,404914.4789
Secounds_That_Count_s028,26.6105,7.85671,24.4167,6.7679,86007.25,200593.4414,43009,1791393,1490.39,75.63,1387.68,1617.8,200899.4402,4433.662167,391150.9386
Secounds_That_Count_s029,26.3724,14.323,23.4583,16.4449,158729.4417,263041.2883,29373,2129185,2396.48,649.81,1255.42,2923.53,182503.6615,4307.608946,347022.6854
Secounds_That_Count_s030,23.0066,9.43237,17.9833,10.3994,68077.2,189217.0949,27123,1860343,2712.08,165.18,2472.80,2882.05,212396.7084,4595.701693,422503.9441
Secounds_That_Count_s031,23.2876,9.61053,18.8667,10.3796,94178.625,249849.0773,31722,2127254,2408.17,198.88,2054.90,2634.46,202232.4284,4462.795001,396921.9621
Secounds_That_Count_s032,29.5572,5.26274,27,6.7344,83185.2,260125.1745,38639,2285031,1995.64,54.43,1925.05,2053.49,208817.8226,4504.80899,421198.3705
Secounds_That_Count_s033,40.8866,3.84343,22.7667,4.5987,67522.88333,192689.3521,1256,2025467,1739.84,820.48,0.62,2316.24,217619.966,4528.416796,428886.1017
Secounds_That_Count_s034,57.1463,2.85249,28.6167,3.1583,59381.725,436388.491,11416,4817746,2333.35,78.4,1772.45,2419.12,221498.9869,4441.305675,427920.3777
Secounds_That_Count_s037,29.8762,17.854,19.25,17.8945,143487.4333,448116.1213,0,4286159,1752.79,533.98,445.77,2387.26,199857.1297,4524.179264,408407.1179
Secounds_That_Count_s038,22.5449,19.3694,22.6083,22.1735,142259.4167,241875.2485,51174,2453372,1780.33,740.02,1036.92,2798.63,174292.5576,4234.228396,308706.628
Secounds_That_Count_s039,16.4718,11.1484,15.0167,12.5972,92931.48333,143272.2267,0,1459324,1103.57,552.62,516.57,1811.62,187104.4227,4354.715594,325597.9932
Secounds_That_Count_s040,31.6353,4.74375,26.125,5.7419,99363.18333,270842.8051,22400,2103398,1672.25,579.59,1139.91,2956.54,199544.0781,4314.757475,398840.1252
Secounds_That_Count_s041,46.429,9.21042,28.7,8.6496,80952.88333,355965.2838,26870,3962950,2881.77,58.48,2777.58,2942.84,210549.4086,4506.797339,441154.161
Secounds_That_Count_s042,18.2001,24.5733,13.825,20.2023,123859.1333,351432.7198,49799,3836802,1808.12,679.6,1029.98,2777.01,180703.2266,4207.593837,363794.5567
Secounds_That_Count_s043,18.2961,17.5063,16.95,17.6647,88692.99167,113171.8604,43938,1179286,1199.95,143.33,1022.74,1449.81,185124.5815,4230.09909,358223.1666
Secounds_That_Count_s044,25.8782,5.66694,25.0417,6.4728,66820.20833,106334.4597,29540,1091963,1065.61,67.38,959.67,1126.32,202979.3651,4376.909337,412714.0337
Secounds_That_Count_s045,30.2129,1.73685,26.9083,2.7872,49931.475,173254.4984,29641,1895747,1117.88,86.45,178.82,1126.74,214872.5295,4560.826582,436911.8934
Secounds_That_Count_s046,51.5999,5.29578,27.85,4.8033,82929.775,73429.19108,29470,483140,2479.04,1067.37,180.47,3105.13,207663.1666,4458.701847,418735.1763
Secounds_That_Count_s047,54.331,8.42481,26.6417,9.9641,110458.1833,451925.2566,27518,5031609,2784.67,1088.19,274.99,3490.13,187073.5212,4306.036514,374474.0356
Secounds_That_Count_s048,15.8021,1.58053,5.75,2.2596,15235.56667,41772.71953,0,455185,111.17,83.65,20.00,266.59,283017.6902,5294.96213,498329.9413
Secounds_That_Count_s051,22.4551,8.63602,20.3167,9.5937,106090.7083,184152.6935,45793,1893101,2088.57,379.01,1777.05,2613.38,197066.5241,4417.599214,376915.1669
Secounds_That_Count_s052,29.5846,4.54712,27.4333,5.3567,90825.61667,244727.791,37083,2188201,2334.42,442.7,1648.84,2634.61,203784.8679,4538.117685,404076.665
Secounds_That_Count_s053,27.3558,5.49762,28.0417,5.6031,82161.5,173798.0293,51582,1971874,1639.72,105.74,911.50,1695.11,193356.7516,4358.696959,382184.5575
Skateboarding_s000,13.8078,1.85865,16.6167,3.8477,53210.38333,50672.87593,0,589102,1290.61,344.61,0.00,1411.03,154568.7974,3286.714048,298882.4212
Skateboarding_s001,23.7943,2.57855,27.4083,5.3813,89040.85,134297.1552,42478,1242741,1603.27,152.4,1388.50,1723.66,146518.1027,3259.104931,291581.6216
Skateboarding_s002,20.0337,5.56816,27.2167,8.6641,166094.825,463020.3414,74657,4838996,1417.39,59.87,1188.96,1463.55,134430.5873,3183.314253,247729.0047
Skateboarding_s003,29.1664,13.755,58.7083,21.0775,497449.15,564799.577,44096,5831884,1417.54,437.62,1058.42,2116.84,118233.4952,3044.561991,242907.8671
Skateboarding_s004,20.5069,7.63693,21.7083,9.8101,97247.05,99022.15595,47704,1029596,1557.86,174.64,1173.00,1850.14,142146.5469,3246.723162,283532.2497
Skateboarding_s005,33.4288,6.03783,24.6417,8.7971,58269.65833,105613.3448,0,1128842,1206.55,608.74,0.62,1744.89,146280.5465,3280.173291,295037.669
Skateboarding_s006,61.5495,0.488305,52.6917,3.9537,99129.525,766970.2025,0,6660661,1480.38,854.73,844.32,2619.37,152446.4285,3306.773827,314361.3108
Skateboarding_s007,29.9499,20.7098,45.65,34.4861,354350.4167,647483.1964,0,6706848,2042.65,323.02,1685.72,2619.37,128734.2495,3124.99486,297156.6354
Skateboarding_s008,37.6022,20.1188,50.725,40.7165,463324,443006.2988,311641,4201370,2342.76,454.14,1726.23,3088.8,126651.9051,3103.56763,298300.2332
Skateboarding_s009,41.2446,8.31083,69.9583,16.1749,694513.725,382295.9454,631648,4852430,3029.1,39.01,2931.38,3078.34,123085.0089,3017.850645,284676.1953
Skateboarding_s010,30.9054,15.0169,66.7083,26.6945,1171716.658,848293.6061,371969,4667733,2270.94,530.11,1474.57,3349.34,115351.3711,2869.143253,203271.8089
Skateboarding_s011,20.5218,13.7679,42.9917,21.2156,548192.1667,451865.4901,201116,4567887,2033.9,1035.54,740.95,3342.38,124866.5158,2991.43895,251666.2041
Skateboarding_s012,23.2172,17.2376,49.7667,27.4375,665155.3167,235801.2847,379658,2797231,2699.61,623.75,2125.52,3876.09,122952.973,2940.906073,245708.1802
Skateboarding_s017,20.1461,3.24034,25.125,6.1963,101867.125,93031.83178,24616,1092197,1510.69,363.65,410.97,1661.39,149522.2244,3265.401087,302373.4068
Skateboarding_s018,20.9863,5.85177,26.9417,6.8102,123156.175,97134.90978,96431,1168013,1653.92,30.01,1559.71,1686.21,146550.2669,3249.046759,299581.6542
Skateboarding_s019,24.137,8.20577,37.9083,9.4291,207315.6,186512.85,98187,2030143,1087.51,424.06,735.43,1762,137843.9504,3207.276797,280682.8863
Skateboarding_s020,17.2611,13.668,24.375,15.4041,135373.6417,167261.5446,98260,1949715,1003.36,290.22,753.42,1806.54,139634.7965,3217.20175,277794.4688
Skateboarding_s021,27.6934,11.332,31.5167,14.935,177968.5833,303443.6161,92653,3338647,1712.37,646.73,984.99,2489.19,134493.1147,3212.095933,263723.6975
Skateboarding_s023,15.3987,7.64066,18.7667,9.1244,96352.00833,39925.01368,87144,530976,513.07,29.74,460.25,546.53,145911.4355,3250.800228,281745.4818
Skateboarding_s024,15.4045,13.4443,19.525,14.4294,121996.75,56650.01818,94848,664339,737.57,110.46,540.50,908.38,139279.445,3218.496518,258421.8348
Skateboarding_s025,15.4253,16.5367,21.0583,19.3658,203905.5333,82279.03317,122484,760776,764.16,82.95,627.22,868.52,127144.9588,3132.734063,195677.0122
Skateboarding_s026,16.9759,11.4088,20.4083,13.5073,123961.7,66787.55589,96714,690369,800.19,91.66,534.08,856.41,141464.0048,3226.991938,272099.818
Skateboarding_s027,16.3889,16.949,21.3833,17.966,180770.775,102892.7408,99772,695745,795.35,103.05,620.53,982.7,130013.1175,3159.372072,216868.9773
Skateboarding_s028,18.3588,14.6396,23.3,18.1733,211287.8833,122185.8077,108527,1102890,843.77,57.6,693.24,927.26,126194.1866,3123.039859,200842.0399
Skateboarding_s029,14.5026,13.6726,16.9417,15.9035,107280.3417,67875.03729,61602,801466,864.8,38.21,759.12,929.63,143432.6842,3245.950908,273405.3267
Skateboarding_s030,15.783,13.2406,19.9833,24.5714,224832.125,103284.4487,62711,973392,750.12,82.77,613.92,926.46,123664.7769,3075.360813,157871.9463
Skateboarding_s031,15.2301,17.3251,17.0583,24.8278,179990.325,55588.70487,84592,622951,893.4,240.61,605.38,1532.87,127202.4463,3135.35172,184681.3788
Skateboarding_s032,29.9021,9.7118,40.525,9.8392,132990.175,291957.7288,45588,3302913,1237.93,225.98,159.69,1632.74,138424.5858,3240.902142,285508.5708
Skateboarding_s033,35.3054,5.90683,48.3583,7.4626,141154.9167,327814.5268,74180,3378698,1273.13,80.25,1159.17,1410.21,139239.0032,3252.081403,291131.177
Skateboarding_s034,26.4924,10.1318,34.4,8.7416,113098.1,161058.0889,75527,1852873,1401.1,64.34,1250.26,1545.54,142186.2244,3250.758476,291641.7338
Skateboarding_s035,26.7125,8.07174,34.1333,7.5874,110640.9083,155237.8309,74037,1796299,1448.02,42.76,1393.18,1526.19,142412.614,3252.63637,288527.5326
Skateboarding_s036,23.8085,10.8199,32.075,9.8191,112077.525,137751.7054,73245,1424111,1394.85,100.65,1266.41,1583.91,139744.2964,3231.376854,279722.5793
Skateboarding_s037,17.4086,8.69949,27.0167,7.5128,107689.25,78338.30886,96447,961477,1312.9,77.77,1145.68,1618.26,145618.5934,3252.891449,289132.2414
Skateboarding_s038,21.7402,4.99518,32.2667,6.7825,133383.5417,169779.5191,85382,1746187,1255.89,196.55,995.99,1449.98,143750.2305,3252.089109,284654.4849
Skateboarding_s039,29.2786,3.28407,40.7333,4.7371,137187.7667,177570.9339,65702,2042762,1025.48,6.06,1009.11,1034.48,144257.41,3271.058298,298804.3541
Skateboarding_s040,27.1908,11.0228,35.5083,9.7866,151401.15,181385.9385,81997,2105081,1336.24,264.19,1024.53,1859.06,140729.0968,3248.286301,285689.0027
Skateboarding_s041,30.5019,9.02479,40.575,10.4666,164437.725,299342.6182,87882,3101749,1430.68,421.14,1030.56,2141.2,136440.9809,3222.646296,272930.2095
Skateboarding_s042,37.405,9.34164,51.8083,7.6232,151785.15,312219.7517,101151,3555483,1301.7,76.96,1161.98,1432.65,139364.0945,3255.215941,296840.6078
Skateboarding_s043,39.7549,6.2347,52.05,12.8775,338505.875,418957.2598,38153,3530055,2211.75,397.41,1178.88,3501.06,131980.1041,3217.499953,270799.5523
Skateboarding_s044,15.603,4.98653,10.7417,4.0654,56375.95,71163.25078,29617,764755,1557.14,652.45,842.81,3024.88,157288.9842,3300.781672,313403.4147
