video,si,ti,e,h,mvResMean,mvResStf,mvResMin,mvResMax,pixVarMean,pixVarStd,pixVarMin,pixVarMax,kpsnr,kssim,kvmaf,kssim_trans,kpsnr_trans,kvmaf_trans
Fun_on_the_river_s026,23.8938,11.3518,26.5333,30.405,381561,98227.03263,333775,1434593,1438.37915,25.82001227,1380.887796,1510.034243,118549.5468,3058.916468,113408.2161,13.35103996,8.529863086,10.58213757
Fun_on_the_river_s027,23.7523,10.821,26.4833,28.6854,377434.1333,93340.51522,330310,1370383,1427.628431,24.30985489,1376.609589,1474.303772,118821.6553,3058.614443,111107.8408,13.33933618,8.681198199,10.04775712
Fun_on_the_river_s028,22.9464,10.3434,25.3667,26.9326,346285.525,99204.02465,141746,1312052,1366.586471,196.3302746,462.4643631,1451.867214,120401.0193,3077.995685,116300.9233,14.09037829,9.559572794,11.25411756
Indoor_Soccer_000,17.5414,11.1183,19.2917,11.0682,177114.125,198003.1842,0,1366250,1377.314886,923.4937437,0,2474.701887,134841.1506,3184.694859,274329.1015,18.22507583,17.59055534,47.96428737
Indoor_Soccer_001,49.1536,5.13202,36.8417,7.5414,178617.2667,188201.2551,133592,1605092,2842.5424,946.1852264,1006.992047,3541.115496,134786.6046,3182.17478,288318.1626,18.12742031,17.5602192,51.21396609
Indoor_Soccer_002,21.2497,16.8018,27.0417,15.4827,324080.5,549187.2379,141371,6155892,1762.522498,609.180897,1164.234575,3549.470596,125347.9395,3037.643356,225390.2511,12.52668603,12.31083792,36.59572305
Indoor_Soccer_004,18.1026,18.0831,20.925,14.3326,190114.6833,175689.536,99534,1728109,1826.374838,733.4568933,1057.654928,3061.923329,134594.1895,3187.049598,259512.5328,18.31632428,17.45320616,44.52237746
Indoor_Soccer_005,17.9638,20.7757,16.225,19.3247,121200.6583,83826.59156,84139,814558,2724.883851,509.5405362,1401.804109,3136.574793,138460.6565,3224.631544,273050.4645,19.77266151,19.60356951,47.66725818
Indoor_Soccer_006,17.1156,15.5273,16.425,12.9105,133136.7667,129586.6042,81871,1354860,1569.178484,110.9552377,1419.375482,1741.895426,139070.965,3227.743954,268995.7882,19.89327042,19.94299692,46.72535112
Indoor_Soccer_007,18.6945,21.8464,20.1167,20.9505,236040.4,166385.88,114130,1378434,1402.214397,440.7791223,755.1915462,2142.661297,127423.0495,3131.716021,216796.448,16.17209395,13.46492524,34.59937039
Indoor_Soccer_008,13.62,22.8311,17.9333,18.7166,236555.6,207837.7361,57411,1455945,1635.457533,523.7531234,1010.7732,2349.944837,128453.2037,3137.903368,233532.7337,16.41185969,14.03785289,38.48723328
Indoor_Soccer_009,16.3214,17.4316,16.175,13.1248,156520.9,98227.91793,39656,1017112,2479.699576,718.7136751,1256.954828,3260.675515,137777.9843,3216.019163,264003.6177,19.43892329,19.22389645,45.56566285
Indoor_Soccer_010,27.8962,8.52796,38.8,10.1145,324863.9167,254236.3138,134323,2342141,1567.241247,491.0583015,1022.634363,3248.303336,125273.2558,3042.770238,246415.846,12.72535772,12.26930209,41.47999855
Indoor_Soccer_011,29.0615,9.42659,36.125,8.7109,220347.9583,234002.9132,62364,2726331,1700.503718,455.975245,316.50103,1992.367549,131795.4071,3148.977211,276058.5757,16.84098196,15.89664327,48.36604666
Indoor_Soccer_012,8.10923,6.68824,7.0167,12.8297,148466.775,445976.5459,0,3282989,410.9778241,695.0422555,0.616159512,2973.540533,154657.1734,3300.355309,313012.6453,22.70703156,28.61137844,56.95052944
Indoor_Soccer_013,19.87,20.5859,21.9583,24.8401,283395.4167,182551.2338,0,1368714,1055.904782,620.7349639,0.616159512,1595.63407,128281.4145,3101.024994,259715.774,14.98278658,13.94231111,44.56959067
Indoor_Soccer_015,21.5284,20.1634,30.7667,22.0998,401857.2417,209928.9685,209164,1711440,1236.044316,782.8146333,394.5975394,2478.292416,119049.9315,2914.160794,195925.3035,7.741615759,8.808155669,29.75097394
Indoor_Soccer_016,20.9498,13.5311,28.4833,13.9085,291833.8167,195630.1912,189186,1803037,2282.974982,517.361996,1299.868103,2717.496369,125927.9053,3039.605439,245657.6996,12.60271866,12.63339007,41.30388005
Indoor_Soccer_017,24.9057,10.445,36.5417,13.9128,428691.7833,173047.9815,278446,1793445,1687.653934,515.723331,541.1140236,2068.930022,119439.3262,2887.836887,220384.932,6.721538565,9.024720279,35.43298031
Indoor_Soccer_019,23.307,16.4941,28.9833,17.2889,337362.7833,175175.1824,311,2012367,1776.325035,608.7028204,571.2522992,2364.076242,122674.2437,2981.330352,230370.7781,10.34450192,10.82384284,37.75270651
Indoor_Soccer_020,21.6662,10.7566,30.9583,12.5278,337110.5083,81270.8007,273230,1153527,1182.536035,37.69407661,1120.595266,1269.335282,122705.2214,2941.588278,223555.0418,8.804457648,10.84107132,36.16940132
Indoor_Soccer_021,26.7161,7.33879,35.2167,10.6202,360775.75,213321.6862,281577,2099653,1464.760143,324.5722466,1167.309137,1876.702029,124162.753,2992.48066,244532.3695,10.77658731,11.651688,41.04246427
Indoor_Soccer_022,16.437,5.65326,25.2417,8.3008,290488.5417,171853.7136,253609,2146268,2212.988585,264.7302556,1748.427781,2418.66798,126805.4147,3002.697829,230876.3476,11.17251261,13.12142322,37.87015103
Indoor_Soccer_023,12.8999,23.0508,17.85,17.8354,219806.1083,125091.9854,104122,972088,1667.856916,768.5942395,549.1363944,2820.787327,125660.5696,3080.219245,216719.5152,14.17654342,12.48470944,34.58149881
Indoor_Soccer_024,13.1386,18.7016,16.25,13.6512,159298.3417,92291.39507,87571,1083830,1170.886621,406.3158819,578.3440115,1728.566349,132358.4955,3140.004291,243509.8816,16.49327252,16.20980891,40.8049389
Indoor_Soccer_025,21.2422,17.2531,28.75,16.0398,345138.2833,236338.2345,158064,2463297,1648.009272,1006.076219,579.5157096,2767.996245,121016.0172,2976.366832,213109.8549,10.1521607,9.901608313,33.74296959
Indoor_Soccer_026,30.8683,11.0768,40.1833,13.5968,476266.8333,216759.8341,419527,2831334,2556.968194,70.29532233,2375.285535,2643.937214,119237.8532,2909.900485,238466.7509,7.576524615,8.912669643,39.63341248
Indoor_Soccer_027,31.931,9.3777,41.4,12.3504,476804.9417,211350.5587,424065,2779628,2269.863513,62.5522294,2198.584973,2385.359505,119691.9286,2915.199477,241071.1671,7.781865761,9.165206949,40.23842207
Indoor_Soccer_028,32.6444,12.9016,42.2667,16.6063,532371.5583,239782.6726,451457,3112837,2338.492971,157.2128966,2201.006104,2703.417494,118259.6998,2889.120183,238382.0848,6.771267559,8.368662605,39.61374442
Indoor_Soccer_029,31.5271,8.69525,40.2583,11.8173,468112.675,216404.5514,404797,2819708,2851.876531,86.54007062,2705.81015,2966.294469,120532.9702,2939.35439,244451.8339,8.717892308,9.632958245,41.02375574
Indoor_Soccer_030,32.7436,7.86912,42,10.906,480449.6917,235327.2056,441463,3044963,2938.758334,51.74597571,2847.142935,3000.382349,120613.2306,2942.319116,245916.1351,8.832778331,9.677595644,41.363915
Indoor_Soccer_031,22.0755,18.6506,30.7083,24.2438,423860.75,293037.2406,180943,2979719,1441.950326,744.6614589,541.0699928,2845.510935,119938.5962,2935.285952,215223.2031,8.56023633,9.302392878,34.23390338
Indoor_Soccer_032,18.941,20.5597,25.5,24.7908,307471.3917,130954.4156,194928,1579532,1255.465958,322.8601657,698.8386126,1662.824355,125496.7412,3028.895938,234868.6709,12.187715,12.39359506,38.7975734
Indoor_Soccer_033,15.9553,24.2005,26.4583,24.3004,351895.6333,79429.20428,254871,917944,929.9703811,228.6130928,492.5818999,1274.914757,118937.5582,2919.807628,182625.9206,7.960436115,8.745658425,26.66150845
Indoor_Soccer_034,13.3187,16.7291,16.1167,15.366,145233.5833,143102.5603,90361,1349081,1293.255786,465.4410316,564.6317808,1834.204985,133947.9629,3176.536539,246797.0208,17.90893292,17.09380258,41.56854599
Indoor_Soccer_036,23.5331,16.3622,31.6583,18.335,401496.6667,134372.9801,367834,1863126,1481.509308,128.9281239,1321.785128,1722.997541,119688.238,2885.613436,225162.189,6.635377665,9.163154383,36.5427439
Indoor_Soccer_037,25.5161,15.1076,34.4417,17.1943,415629.5083,128832.0596,375814,1797670,2006.198277,210.6356021,1709.092552,2246.09893,120134.1813,2896.198976,238914.1281,7.045577716,9.411168948,39.73733883
Indoor_Soccer_038,29.5608,11.2033,37.1083,13.9829,428016.4167,216469.354,373360,2777418,1953.475355,136.9873172,1782.937126,2210.24835,121125.5808,2925.887718,249290.7621,8.196045542,9.962542873,42.14784563
Indoor_Soccer_039,31.5662,10.9424,40.1583,15.7431,483236.6583,236723.3313,378330,2805432,1731.255705,129.0955166,1359.629533,1859.842915,119856.5471,2901.698572,245943.4444,7.258692447,9.256760689,41.37025899
Indoor_Soccer_040,30.5107,8.35484,39.45,11.2472,422126.925,211067.6392,380086,2713021,1568.038672,9.694832967,1534.3277,1579.093418,122228.085,2960.5151,256499.1112,9.537890522,10.57570848,43.82235534
Indoor_Soccer_041,23.0839,16.055,35.05,18.2827,471956.1917,214647.9343,391976,2708734,1368.754592,305.9763439,793.5769808,1655.085663,117159.1394,2828.5546,198476.83,4.424291893,7.756578094,30.34369716
Indoor_Soccer_042,13.8262,19.491,22.05,16.1792,260674.2,154347.0878,169879,1498926,1470.626207,473.9888282,292.8317684,2022.930149,126401.7096,3040.138358,218361.1608,12.62336978,12.89689975,34.96285541
Indoor_Soccer_043,10.7099,7.971,18.375,7.6527,169666.4333,28112.89296,153267,456254,344.915745,29.59712948,289.9180277,403.641763,134991.2524,3120.898299,239935.0216,15.75289663,17.67403556,39.97449384
Indoor_Soccer_044,19.5511,2.76692,15.2083,5.2387,53775.20833,66819.1495,0,458484,240.8838686,315.653679,0.616035146,1462.734432,146147.3996,3279.220525,278163.1317,21.888038,23.87860678,48.85493803
Indoor_Soccer_046,95.9039,0.439105,57.3833,3.4157,129383.4167,1338502.352,0,14730169,1514.340247,378.0223963,680.2421162,1735.901854,193126.1218,3346.787737,325062.1249,24.50633363,50.00615988,59.74964062
Indoor_Soccer_048,44.3175,0.341195,20.0667,1.7592,75821.325,813017.0626,0,8944787,449.3508908,420.3198375,0.616035146,1080.832734,226448.4402,3349.027054,326285.2377,24.59310937,68.53860608,60.03377145
Lifting_Off_s000,19.5387,1.82643,19.1667,3.0738,61057.825,15201.96134,0,97025,1443.559654,575.5420438,0,1745.292814,148122.0003,3265.13778,290077.795,21.34231782,24.9767951,51.62273118
Lifting_Off_s001,30.8039,6.71848,23.375,7.082,84341.63333,130540.6191,55746,1238792,2060.331502,77.79529306,1737.21001,2193.453565,136307.9949,3234.564437,253135.5785,20.15757085,18.4063513,43.04100194
Lifting_Off_s002,38.6931,13.0237,25.175,16.6447,358765.4583,387275.2177,54199,3606412,1846.135894,261.1818017,1433.838899,2184.267631,122991.9256,3160.048953,206252.3314,17.27002281,11.0005239,32.14995716
Lifting_Off_s004,21.8496,9.92483,20.4917,14.2917,182448.1833,192500.7016,46667,1980025,1411.467058,499.0889466,618.8888017,1834.93344,129923.1379,3202.499725,222956.6514,18.91503183,14.8553673,36.03039438
Lifting_Off_s005,25.96,5.53667,28.675,6.8023,161646.0167,185573.7989,132896,2184982,1835.483685,16.34573152,1802.031651,1874.808752,128084.0535,3186.126758,222313.945,18.28056333,13.83254738,35.88109279
Lifting_Off_s006,20.8657,2.52257,12.5833,3.4426,61285.54167,224610.6837,24114,2414653,846.3563383,302.3616701,723.6004524,1848.253796,157678.8501,3307.932816,307587.1799,23.00066737,30.29190564,55.69018613
Lifting_Off_s007,23.4742,3.07116,15.125,3.5599,65787.68333,203560.1239,23942,2127026,963.5671019,366.3328679,734.6900933,1562.059017,153818.077,3300.377203,302913.815,22.70787997,28.14470902,54.60455682
Lifting_Off_s008,32.3432,4.19967,26,3.9307,98643.99167,199660.0862,74217,2276289,1550.028071,16.19874181,1522.25504,1570.774143,139378.7327,3253.520539,271680.6078,20.89213835,20.11416417,47.34903852
Lifting_Off_s009,32.4458,3.99553,26,3.8035,100535.9917,199803.5546,76199,2279582,1513.219328,7.790796451,1500.641425,1532.372021,139736.6065,3255.424093,272230.5871,20.96590292,20.31319822,47.47679949
Lifting_Off_s010,33.247,4.59402,26.3167,5.006,136387.2917,283192.4295,79749,2340398,1518.682589,75.27272042,1466.652313,1692.188712,135926.5409,3242.445319,257338.511,20.46296274,18.19420294,44.0173491
Lifting_Off_s011,36.0369,4.4939,28,4.3712,137173.6917,253421.1183,99849,2900206,1718.927816,11.42630786,1690.885757,1734.060929,131275.9076,3236.654617,245662.0341,20.23856733,15.60771987,41.30488698
Lifting_Off_s012,35.6438,4.5248,27.7833,4.4627,139339.4833,251767.9376,101012,2883652,1738.974752,7.892878223,1724.321445,1755.076447,132030.3611,3241.79995,247102.1415,20.43795406,16.02731462,41.63942596
Lifting_Off_s013,34.1483,5.40483,27.0417,5.9624,146157.8667,290669.7707,59482,2836584,1789.561046,19.24944342,1750.249702,1825.448657,133090.6069,3238.299541,251378.4728,20.30230977,16.61697791,42.63282378
Lifting_Off_s014,30.6982,4.7662,24.4083,4.4804,86791.78333,182357.1233,53443,2074070,1813.988641,18.54374429,1787.08813,1848.207191,141057.694,3251.636515,282672.4279,20.81913056,21.04793053,49.90245392
Lifting_Off_s015,30.6672,3.74813,24,3.8131,83984.91667,178049.7549,50471,2023230,1792.900953,14.94469092,1769.293989,1812.468649,142794.8101,3258.565233,287713.3789,21.0876252,22.01404006,51.07347397
Lifting_Off_s016,19.1261,8.42741,16.2167,8.4883,72558.31667,197366.4221,44327,2105904,1683.979158,117.5458335,1465.010288,1908.262283,146039.9876,3273.416427,284660.2641,21.66312352,23.8188688,50.36423107
Lifting_Off_s017,15.2261,12.0567,13.4167,11.294,53630.1,61373.79285,43100,722306,1447.410609,100.4531119,1308.184761,1626.276936,146830.8227,3274.797258,286296.8347,21.71663206,24.25869741,50.74440875
Lifting_Off_s018,12.9172,9.0212,11.2917,8.6111,46344.43333,54555.15263,34998,637648,1057.67081,137.0660518,918.5538967,1416.059889,150227.1765,3284.370034,288567.5787,22.08758649,26.14760395,51.2719058
Lifting_Off_s019,14.386,7.27792,12.1083,7.1018,44740.00833,42618.19309,37244,507504,1031.489197,71.47172878,912.8753223,1286.149726,150131.1719,3285.378968,288409.2736,22.12668368,26.0942103,51.2351313
Lifting_Off_s020,16.7244,4.86007,14.3833,5.3773,51878.14167,100931.0785,33256,1005233,1171.079903,311.8427512,880.9937366,1635.054349,150912.4798,3287.374138,292568.7871,22.20399849,26.52874027,52.20139218
Lifting_Off_s021,21.2728,1.92401,17.4417,2.4558,51489.64167,93461.04824,38184,1069693,1643.522492,6.121067355,1634.878112,1653.309579,151122.2958,3286.664728,297892.363,22.17650813,26.64543098,53.43806641
Lifting_Off_s022,21.5212,1.83087,17.3583,2.401,49948.95,89595.50044,38776,1026466,1647.569413,5.432450416,1633.804613,1655.425115,150341.2504,3284.089505,295302.1903,22.07671574,26.21104696,52.83636563
Lifting_Off_s023,21.678,1.73213,16.8333,2.6367,50050.81667,99274.42976,16471,1129418,1569.967492,74.01339675,1385.93238,1633.427916,147160.2584,3274.367886,283188.481,21.69999347,24.44191544,50.02233377
Lifting_Off_s024,22.8398,1.88661,17,2.4286,48527.95833,98430.18394,38184,1122238,1634.321788,17.87227357,1604.7851,1663.237483,151286.6661,3290.542668,297166.0806,22.32678211,26.73684669,53.26934998
Lifting_Off_s025,22.7108,2.32463,17,2.72,49339.74167,96091.52793,38021,1097478,1677.871142,8.730479079,1663.240057,1691.212396,151131.526,3289.708582,297303.9611,22.29446047,26.65056439,53.30137982
Lifting_Off_s026,24.2094,3.06298,18.3,3.8933,71103.65,188532.1714,39982,1831254,1770.082928,162.793027,1690.712005,2163.486347,148040.2545,3281.110679,290221.9429,21.96128329,24.93133159,51.65621695
Lifting_Off_s027,31.184,2.50199,25,3.4711,83351.58333,175169.5472,60136,1992810,2123.610789,8.617496438,2110.590942,2145.856348,145295.5901,3272.082223,294159.2873,21.6114218,23.40486683,52.57086763
Lifting_Off_s028,31.2876,2.42533,25,3.2455,80811.50833,172856.1012,59442,1965608,2104.267833,4.468843312,2098.699396,2114.475151,145399.4024,3272.41145,294519.0497,21.62417966,23.46260276,52.65444096
Lifting_Off_s029,31.1265,2.32327,25,3.1971,81585.29167,172490.1632,59992,1962461,2101.666481,5.247504046,2091.893204,2115.325675,145792.7165,3273.987681,295357.8573,21.68526017,23.6813472,52.84929714
Lifting_Off_s030,31.1761,2.57501,25,3.4437,81625.7,173363.9911,61706,1972621,2110.101178,4.791462456,2102.575354,2119.037649,145981.2515,3274.833898,295876.2307,21.71805188,23.78620231,52.96971603
Lifting_Off_s031,33.9321,3.75323,30.1,6.3421,156950.2,264343.9271,63696,2354194,2305.982103,165.1223332,2107.910571,2462.607078,135022.3532,3226.349293,271415.7372,19.83922596,17.69133248,47.28750871
Lifting_Off_s032,35.9333,3.904,34,6.6343,186595.1583,238841.8656,160308,2791986,2428.903212,9.226664073,2408.603989,2442.850718,131119.5428,3199.600975,264878.5284,18.8027024,15.52075649,45.76890585
Lifting_Off_s033,35.8075,4.19218,34,6.7375,186216.9333,236125.8122,160519,2761744,2466.638337,37.10709492,2416.579786,2514.197403,132208.9797,3205.240421,269880.7241,19.0212365,16.12665462,46.93092298
Lifting_Off_s034,29.7636,3.59893,28.4917,5.7994,163436.85,259497.3909,107645,2764382,1639.876414,611.7261616,1222.507245,2539.647035,137297.6581,3211.144315,282779.5413,19.25001814,18.9567596,49.9273365
Lifting_Off_s035,27.0755,2.73007,26,4.0618,122262.6167,117332.9682,108510,1401565,1229.384384,2.150839606,1226.035253,1233.500614,141045.9829,3218.911969,293791.7572,19.55102235,21.04141731,52.48548987
Lifting_Off_s036,27.0598,2.48981,26,3.9917,123791.55,118419.4977,108502,1415137,1248.577068,10.17255008,1233.486664,1269.920973,141166.4621,3219.351009,294394.8919,19.56803559,21.10842267,52.62559891
Nature_in_the_city_s000,25.9521,1.95231,18.075,2.9412,57771.475,16819.42315,0,89265,2736.370692,1090.059095,0,3312.280099,150847.0939,3291.263234,273570.6828,22.35470475,26.49237546,47.78810562
Nature_in_the_city_s001,33.774,3.42572,21.2833,4.0965,99680.35,137355.684,67944,1596426,2911.907799,106.145095,2609.106899,2962.668918,138913.2571,3247.973414,237765.188,20.67718182,19.85528655,39.47043843
Nature_in_the_city_s002,22.7618,1.34116,12.0083,1.8149,42106.66667,227629.9212,2431,2506778,1813.776052,397.0973313,1617.345284,2962.380414,160456.1402,3315.221755,291299.5697,23.28312093,31.83651542,51.90655119
Nature_in_the_city_s003,29.8294,2.6018,24.2833,3.4556,26273.75833,91877.55448,2578,1024556,2333.877673,501.2001686,1543.631449,2726.052472,151863.7115,3287.737995,291591.4259,22.2180983,27.05777458,51.97434979
Nature_in_the_city_s004,25.6684,2.34634,19.9583,3.2099,41757.275,238437.2517,7706,2641093,1807.418578,757.9300868,1063.061966,2732.665747,157048.8662,3307.12843,298516.8873,22.96949666,29.94153559,53.58314429
Nature_in_the_city_s005,21.6139,1.37068,16.4917,2.1166,20579.54167,76899.57003,300,854369,1429.800759,403.3775867,1061.439884,2001.835799,159826.477,3312.49963,297816.0594,23.17763592,31.48632373,53.42034099
Nature_in_the_city_s006,27.289,1.53573,27.1583,2.9026,42973.875,177431.5382,3820,1936983,1869.582474,231.3503719,1337.448679,1997.774236,147945.155,3279.850236,285001.1461,21.9124399,24.87844132,50.44341846
Nature_in_the_city_s007,38.3355,5.99068,51.5417,6.9045,158832.625,357539.0537,38126,4029703,1571.131459,25.37119683,1535.955872,1610.379365,136049.1884,3241.487516,274973.0145,20.42584693,18.26241421,48.11386927
Nature_in_the_city_s008,38.2226,7.39414,51.6083,7.8307,143812.7083,382700.0443,41279,4298169,1583.716582,12.22317168,1553.136662,1606.238065,134381.3051,3230.486018,271445.8386,19.9995281,17.33480898,47.2945013
Nature_in_the_city_s009,30.8296,2.88716,34.9917,4.819,89644.65,379446.4666,3149,4171412,1500.294714,128.9318746,1168.17813,1571.639826,138579.6987,3227.348823,262613.0054,19.87795871,19.66977567,45.24262164
Nature_in_the_city_s010,27.0527,1.56176,31.0667,2.5109,35597.95,206949.0242,4061,2291336,1222.979593,218.2003784,993.9276573,1567.283927,143716.7805,3245.767517,266691.6656,20.59170114,22.52680056,46.19010018
Nature_in_the_city_s011,26.9718,1.98457,32.725,1.9954,33317.08333,168027.8405,6984,1864101,1099.056814,7.640603572,1071.138282,1114.493136,150540.2279,3287.170166,289361.2013,22.19609437,26.32170973,51.45626545
Nature_in_the_city_s012,36.3271,1.28152,34.3167,2.3258,28472.18333,135261.294,3933,1500449,2242.775927,362.4847982,1105.746011,2398.139186,143718.6883,3248.73373,280052.6631,20.70664481,22.52786156,49.29387884
Nature_in_the_city_s013,38.0859,1.07422,35.125,1.4021,38816.95,278162.7338,5117,3072737,2394.853097,0.774835078,2393.352252,2396.581844,155493.2665,3303.258556,309310.6416,22.81953522,29.07637766,56.09054873
Nature_in_the_city_s014,31.061,2.80503,34.35,3.5943,56543.78333,275722.3467,6283,3061270,1489.660595,445.8320206,1201.132968,2395.277175,137513.1324,3208.238622,246165.424,19.13741969,19.07659717,41.42182515
Nature_in_the_city_s015,30.1722,3.60017,35.9583,3.0798,52653.13333,196598.9884,22270,2195803,1246.527143,8.638982743,1229.970001,1257.105899,143144.0993,3257.351293,270327.0999,21.04058382,22.20829977,47.03461672
Nature_in_the_city_s016,27.0043,2.2371,22.7833,3.1538,42608.35833,199318.0045,5178,2210557,1607.041998,373.8969248,1240.56758,2053.329043,149388.439,3285.919535,273986.234,22.14763119,25.68113404,47.88463877
Nature_in_the_city_s017,25.3925,0.672711,10,1.223,17947.56667,127453.7116,3899,1408258,2051.272432,1.079905599,2048.825781,2053.648499,175720.2404,3337.618702,313770.7915,24.15102456,40.32575413,57.12664785
Nature_in_the_city_s018,26.1805,1.3909,12.0333,2.2232,32342.51667,128093.6158,2585,1404562,2362.326872,578.7438162,2041.413004,3697.033758,161540.9982,3320.506434,295986.2244,23.4879074,32.43986698,52.99526771
Nature_in_the_city_s019,31.1174,3.71549,20,4.3615,85052.725,180584.0328,54743,2054010,3704.635841,4.33997877,3695.680704,3711.627862,144039.2807,3269.079978,259854.4395,21.49508187,22.70616133,44.60180286
Nature_in_the_city_s020,30.8842,3.98997,20.2917,5.1342,80721.60833,180006.565,55174,2043368,3647.184135,220.0179237,2629.738172,3716.367574,142725.8435,3261.800794,256374.9178,21.21300633,21.97568379,43.79350504
Nature_in_the_city_s021,39.8664,3.11726,33.9333,3.6436,94574.73333,147982.4638,63816,1706634,2586.198247,60.39534167,2379.59953,2610.737994,135605.0723,3219.674985,251192.4318,19.58058997,18.01541585,42.58960619
Nature_in_the_city_s022,37.4232,2.34763,36.575,4.2154,104645.125,298475.7627,38858,3357078,2178.233517,320.9206511,1731.170246,2610.797488,137299.074,3223.57257,256763.3701,19.7316252,18.95754707,43.88374305
Nature_in_the_city_s023,27.9438,2.77956,24.6,3.8516,80626.225,305319.1594,6451,3387806,1711.359615,263.1001188,1287.316059,2004.225376,153193.2032,3300.790021,294684.4718,22.7238771,27.79718097,52.69286873
Nature_in_the_city_s024,18.6976,3.70934,7,2.3576,15051.53333,69286.92882,5409,770793,1528.409551,1.73133401,1524.818694,1532.207381,176889.585,3336.279701,319222.8907,24.09913695,40.97609357,58.39317825
Nature_in_the_city_s025,18.7954,2.81758,7.3333,2.1012,16489.45,67927.44462,6477,756882,1548.165981,124.417158,1341.582947,1835.788208,172014.9782,3332.239583,312066.4537,23.94257841,38.26504604,56.73072777
Nature_in_the_city_s026,19.6642,1.20039,8.35,1.3477,17360.98333,86300.45188,4618,958277,1823.052747,21.11327516,1777.039028,1839.379043,171349.9204,3331.016064,310063.2833,23.89516588,37.89516937,56.26538846
Nature_in_the_city_s027,21.5934,2.49432,9.8083,2.2485,20238.40833,78643.12895,6712,876970,1780.463645,59.81998154,1746.926121,2136.426973,168797.8082,3328.977674,309916.3861,23.81617627,36.47579385,56.23126402
Nature_in_the_city_s028,28.0086,2.31472,13.825,2.2906,28942.55833,105748.146,14826,1182188,2998.023476,161.3639993,2200.751103,3045.613647,160978.0385,3317.436152,297754.06,23.36893096,32.12677291,53.40593844
Secounds_That_Count_s000,20.5912,9.98341,12.0417,10.4909,72389.24167,117156.8929,0,1296436,1304.025363,1062.975781,0,2773.78554,206556.9282,4531.341904,400532.6245,70.40896811,57.47579912,77.28154466
Secounds_That_Count_s001,31.2479,16.8626,19.8667,17.8502,123288.5583,267251.4475,36461,2807671,1821.426046,792.1983181,1081.421422,2806.88134,192591.1268,4412.809132,385185.8191,65.81570706,49.70861857,73.71646002
Secounds_That_Count_s005,21.1286,0.985685,12.2167,1.9895,19056.14167,14107.60747,0,56129,513.9150663,248.6285697,0.616035146,704.3771873,223137.0005,4543.43324,438265.7314,70.87751924,66.6969252,86.04699888
Secounds_That_Count_s006,23.4683,6.59339,15.5167,6.1009,73813.09167,245041.6666,0,2208304,2110.337022,961.9840301,698.7796529,3352.488001,204676.116,4403.39011,381101.6384,65.45071073,56.42977193,72.76769904
Secounds_That_Count_s007,33.423,10.1338,19.575,8.649,94753.51667,234987.9504,33713,2523117,1846.280027,133.4788496,1180.259297,1985.12937,208160.0485,4507.729141,420273.8985,69.49395043,58.36738594,81.86747061
Secounds_That_Count_s008,8.24291,17.5645,7.4083,9.8029,47691.4,70537.74339,19406,738673,1418.708861,417.1324242,973.3097691,2282.837152,197516.1963,4349.498923,380669.7453,63.36237446,52.44773128,72.66736967
Secounds_That_Count_s009,29.7134,10.822,18.975,9.0986,103093.775,265489.3902,19989,2964843,1795.167717,423.1265375,956.2552874,2210.354394,197724.023,4424.374272,385385.7553,66.26386759,52.5633156,73.76290548
Secounds_That_Count_s010,11.2007,10.2903,10.725,8.4739,58414.225,47497.41905,24250,449617,1402.124511,220.3701583,1052.355276,1743.702088,195085.8007,4430.355748,312848.2246,66.49565564,51.09604933,56.91233426
Secounds_That_Count_s011,8.55697,9.80741,7.725,6.2054,53446.4,235013.9863,13731,357371,1665.722427,363.1138742,1232.720517,2456.341439,210027.9857,4507.638832,384271.6471,69.49045086,59.40625263,73.50409657
Secounds_That_Count_s012,35.6261,6.76253,22.3583,5.4253,77840.55833,246782.4498,33595,377476,1683.904543,72.736028,1601.794287,1805.628199,201620.7762,4418.192771,404530.8299,66.02432835,54.73052282,78.21033344
Secounds_That_Count_s013,26.4683,8.84883,17.9917,8.3195,99608.36667,333082.1895,28024,380165,1681.422662,75.52130137,1618.148429,2054.273295,202432.484,4535.518229,382514.6257,70.57080481,55.18195989,73.09593799
Secounds_That_Count_s014,38.4085,4.30292,23.825,3.6565,64301.45833,277438.5599,32026,378842,1978.599275,32.26153798,1949.228826,2050.40071,204088.6913,4350.651338,408754.3761,63.40703165,56.10307146,79.19146921
Secounds_That_Count_s015,17.391,10.5673,12.0417,9.0049,69507.575,274389.4847,27471,377363,1669.719494,238.366093,914.9274393,1961.709778,199662.9584,4410.578703,366927.7101,65.72927577,53.64166838,69.47507541
Secounds_That_Count_s016,21.3905,11.2446,13.7167,10.1324,76075.01667,260082.5507,32125,359211,1840.813861,207.6923513,1488.856893,2250.217178,200565.8273,4436.951809,384280.8419,66.75125945,54.1438054,73.50623252
Secounds_That_Count_s017,26.0033,9.04463,16.4667,7.8825,65171.69167,278404.6556,19560,378980,1595.380458,584.0110618,692.4582388,2332.175964,208640.9897,4505.205614,407644.7955,69.39616128,58.63486486,78.93371206
Secounds_That_Count_s018,29.5575,9.38748,18.325,8.6048,81234.175,269915.4453,38171,358348,2110.864355,178.8411208,1931.340716,2383.203208,200100.3484,4381.185736,398817.2994,64.59026951,53.884926,76.88307222
